,Release Date,Season,Episode,Episode Title,Name,Sentence
19076,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Or you'll kill Edmure?
19077,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,My nephew's marked for death no matter what. Hang him and be done with it.
19078,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,It won't stop with Edmure. You'll force me to storm the castle. Hundreds will die.
19079,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Hundreds of mine. Thousands of yours. If you can breach the walls.
19080,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"We'll breach them and kill every last one of you. But if you surrender, I'll spare the lives of your men. On my honor."
19081,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,Your honor? Bargaining with oathbreakers is like building on quicksand.
19082,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"The war is over, ser. Why sacrifice living men to a lost cause?"
19083,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,"As long as I'm standing, the war is not over. This is my home. I was born in this castle and I'm ready to die in it. So you can either attack or try to starve us out. We have enough provisions for two years. Do you have two years, Kingslayer?"
19084,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,You clearly have no intention of saving your men's lives. Why did you come to treat with me?
19085,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,"Sieges are dull. And I wanted to see you in person, get the measure of you."
19086,2016-06-05,Season 6,Episode 7,The Broken Man,Jaime Lannister,"Well, now you have."
19087,2016-06-05,Season 6,Episode 7,The Broken Man,Brynden,"Aye, now I have. I'm disappointed."
19088,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,The answer is no.
19089,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,"Lord Glover, if you could just hear us out."
19090,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,I've heard enough. We've only just taken back this castle from the Ironborn. The Boltons helped us do it. Now you want me to fight against them? I could be skinned for even talking to you.
19091,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,The Boltons are traitors. Roose Bolton- -
19092,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,Have other northern houses pledged to fight for you?
19093,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,House Mormont.
19094,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,And?
19095,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,We sent raven to Houses Manderly- -
19096,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,I don't care about ravens. You're asking me to join your army. Who is fighting in this army?
19097,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,The bulk of the force is made up of wildlings.
19098,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,Then the rumors are true. I didn't dare believe them. I received you out of respect for your father. Now I would like you to leave. House Glover will not abandon its ancestral home to fight alongside wildlings.
19099,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Lord Glover.
19100,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,There's nothing else to say.
19101,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,I would remind you that House Glover is pledged to House Stark. Sworn to answer when called upon.
19102,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,"Yes, my family served House Stark for centuries. We wept when we heard of your father's death. When my brother was lord of this castle, he answered Robb's call and hailed him King in the North."
19103,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,And where was King Robb when the Ironborn attacked this castle? When they threw my wife and children in prison and brutalized and killed our subjects? Taking up with a foreign whore. Getting himself and those who followed him killed.
19104,2016-06-05,Season 6,Episode 7,The Broken Man,Robett,"I served House Stark once, but House Stark is dead."
19105,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,Why did we have to come here?
19106,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,Some of us still like it. Have a drink at least.
19107,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,I don't want one.
19108,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Don't go far, love."
19109,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,I'll find you in a bit.
19110,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,Nothing on the Iron Islands has an ass like that. Doesn't interest you anymore?
19111,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"I'm sorry. I won't joke about it. I'll never hurt you, little brother. Don't you know that?"
19112,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,You think Uncle Euron's hunting for us?
19113,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Of course he is. As long as we're alive, we're a threat."
19114,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,He'll find us.
19115,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,It's a great big world and we have fast ships. Drink.
19116,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,I don't want any.
19117,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,I don't care what you want. Drink.
19118,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,Drink it all.
19119,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"You're Ironborn, Theon. I know you've had some bad years."
19120,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,Some bad years?
19121,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,But I'm tired of watching you cower like a beat dog. Drink the goddamn ale.
19122,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Now listen to me. I need you. The real Theon Greyjoy, not this rat shit pretender. Can you find him for me? Drink."
19123,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"You escaped, do you hear me? You got away and you're never going back. We'll get justice for you."
19124,2016-06-05,Season 6,Episode 7,The Broken Man,Theon Greyjoy,"If I got justice, my burnt body would hang over the gates of Winterfell."
19125,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Fuck justice, then. We'll get revenge. Drink."
19126,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Listen to me. If you're so broken that there's no coming back, take a knife and cut your wrists. End it. But if you're staying, Theon, I need you. We're gonna sail to Meereen. We're gonna make a pact with this Dragon Queen. And we're gonna take back the Iron Islands."
19127,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,Are you with me? Are you really with me?
19128,2016-06-05,Season 6,Episode 7,The Broken Man,Yara Greyjoy,"Now, since it's my last night ashore for a long while, I'm gonna go fuck the tits off this one."
19129,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,Stannis camped here on his way to Winterfell.
19130,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,And that's a good thing?
19131,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,He was the most experienced commander in Westeros. He chose this place for a reason. Those mountains are a natural fortification. There's a stream down there for the horses.
19132,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,We're not staying here long. Another storm could hit any day..
19133,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"Aye, the snows defeated Stannis as much as the Boltons did."
19134,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,We have to march on Winterfell now while we still can.
19135,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"2,000 Wildlings. 200 Hornwoods, 143 Mazins- -"
19136,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,62 Mormonts.
19137,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,It's not what we'd hoped for. But we still have a chance if we're careful and smart.
19138,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,For fuck's sake.
19139,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,So he's your most trusted advisor now? Because he secured 62 men from a ten year old?
19140,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,Ser Davos is the reason I'm standing here talking to you and he served Stannis for years.
19141,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,"Stannis who lost the Blackwater, who murdered his own brother, who doesn't have a head?"
19142,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,It's not enough. We need more men.
19143,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,There's no time.
19144,2016-06-05,Season 6,Episode 7,The Broken Man,Sansa Stark,"If we went down to Castle Cerwyn, I know that Lord- -"
19145,2016-06-05,Season 6,Episode 7,The Broken Man,Jon Snow,We fight with the army we have.
19146,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"Friends, this is not worth fighting over!"
19147,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,"This'll be it, now. Right now, we don't need to be fighting."
19148,2016-06-05,Season 6,Episode 7,The Broken Man,Man,Who the fuck are you?
19149,2016-06-05,Season 6,Episode 7,The Broken Man,Davos,Hold on.
19150,2016-06-05,Season 6,Episode 7,The Broken Man,Man,"Yeah, who the fuck are you?"
19151,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"I was a soldier once. All my superiors thought I was brave. I wasn't. I mean, I never ran from a fight. Only because I was afraid my friends would see I was afraid. That's all I was, a coward. We followed orders no matter the orders. Burn that village. Fine, I'm your arsonist. Steal that farmer's crops. Good, I'm your thief. Kill those young lads so they won't take up arms against us. I'm your murderer. I remember once a woman screaming at us, calling us animals as we dragged her son from their hut. But we weren't animals. Animals are true to their nature and we had betrayed ours. I cut that young boy's throat myself as his mother screamed and my friends held her back."
19152,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"That night...I felt such shame. Shame was so heavy on me, I couldn't eat, I couldn't sleep."
19153,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,All I could do was stare into that dark sky and listen to that mother screaming her son's name. I'll hear her screaming the rest of my life.
19154,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Now, I know I can never bring that lad back. All I can do with time I've got left is bring a little goodness into the world. That's all any of us can do, isn't it? Never too late to stop robbing people, to stop killing people. Start helping people."
19155,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,It's never too late to come back.
19156,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,And it's not about waiting for the gods to answer your prayers. It's not even about the gods. It's about you. Learning you have to answer your prayers yourself.
19157,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Seven save you, friends. How can we help you?"
19158,2016-06-05,Season 6,Episode 7,The Broken Man,Lem,What are you doing here?
19159,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Well, we're talking about life. You?"
19160,2016-06-05,Season 6,Episode 7,The Broken Man,Lem,Protecting the people.
19161,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Well, we thank you for your protection. Who are you protecting us from?"
19162,2016-06-05,Season 6,Episode 7,The Broken Man,Lem,Do you have any horses?
19163,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,No horses. No gold. No steel.
19164,2016-06-05,Season 6,Episode 7,The Broken Man,Lem,"Food, then. Protecting the people is hungry work."
19165,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"I'm sure it is. You're welcome to stay for supper, but we have hungry mouths here."
19166,2016-06-05,Season 6,Episode 7,The Broken Man,Lem,Stay safe. The night is dark and full of terrors.
19167,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,"Seven save you, friends.”"
19168,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,I'm a fucking septon. What was I supposed to say?
19169,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,They don't believe in your Seven. They're from the Brotherhood. They follow the Red God.
19170,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"Aye, well, all are welcome here. Anyway, we got nothing for them."
19171,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,"Sure, you do. You've got food, you've got steel even if you say you don't. And you've got women."
19172,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,What do you want to do? Fight them? Kill them?
19173,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,"It'd be you against all of them. I mean, these people don't know how to fight."
19174,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,You do.
19175,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,I'm done with fighting.
19176,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,Even if it's to protect yourself?
19177,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,Violence is a disease. You don't cure a disease by spreading it to more people.
19178,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,"You don't cure it by dying, either."
19179,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,You've done enough work for one day. Come on up for some supper.
19180,2016-06-05,Season 6,Episode 7,The Broken Man,Sandor,It's gonna be a cold night. We'll need firewood.
19181,2016-06-05,Season 6,Episode 7,The Broken Man,Ray,I'll save you a bowl of stew. Might even have some ale hidden away.
19182,2016-06-05,Season 6,Episode 7,The Broken Man,Man,He's not a lying man. He says the Iron Fleet's in Slaver's Bay. I'm inclined to believe him. I'm not going anywhere near those mad fuckers.
