,Release Date,Season,Episode,Episode Title,Name,Sentence
5583,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"I heard they get all swollen and bruised if you don't use them. Of course, maybe that's just what the lads say when they want me feeling sorry for them. As if I'd feel sorry for them. Are there no girl crows?"
5584,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"There are no women of the Night's Watch, no."
5585,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,So the lads just do it with each other?
5586,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,No.
5587,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,Never?
5588,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Never. We swore an oath.
5589,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"You have sheep at the Wall? With your hands, then? No wonder you're all so miserable."
5590,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Would you please shut up?
5591,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"Would you please shut up? You think you're better than me, crow. I'm a free woman."
5592,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,You're a free woman?
5593,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"I might be your prisoner, but I'm a free woman."
5594,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"If you're my prisoner, you're not a free woman. That's what ""prisoner"" means."
5595,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,And you think you're free? You swore some stupid oath and now you can never touch a girl.
5596,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,It was my choice to say the words.
5597,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,So you don't like girls?
5598,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Of course I like girls.
5599,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,But you chose never to touch them.
5600,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,That's the price you pay if you want to be a man of the Night's Watch.
5601,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"So instead of getting naked with a girl, you'd prefer to invade our lands-"
5602,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!"
5603,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,They're not your lands! We've been here the whole time. You lot came along and just put up a big wall and said it was yours.
5604,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"My father was Ned Stark. I have the blood of the First Men. My ancestors lived here, same as yours."
5605,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,So why are you fighting us?
5606,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,"Go on. Now I want you to tell me what happened. Come on, this way. Come on, speak up. Speak up."
5607,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Wolfsbane. A rare substance. This is no common assassin.
5608,2012-05-13,Season 2,Episode 7,A Man Without Honor,Mountian,We hanged twenty men last night.
5609,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,I don't care if you hanged a hundred. A man tried to kill me. I want his name and I want his head.
5610,2012-05-13,Season 2,Episode 7,A Man Without Honor,Mountain,We think it was an infiltrator from the Brotherhood Without Banners.
5611,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Pretentious name for a band of outlaws. We can't allow rebels behind our lines to harass us with impunity. We look like fools and they look like heroes. That's how kings fall. I want them dead, every one."
5612,2012-05-13,Season 2,Episode 7,A Man Without Honor,Mountain,"Killing them isn't the problem. It's finding them. Have you gone soft, Clegane? I always thought you had a talent for violence."
5613,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Burn the villages, burn the farms. Let them know what it means to choose the wrong side."
5614,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Mmm. Is that mutton?
5615,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,"Yes, my lord."
5616,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Don't like mutton.
5617,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,I'll bring something else.
5618,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Leave it. Are you hungry?
5619,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,No.
5620,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Of course you are. Eat.
5621,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,I'll eat in the kitchen later.
5622,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,It's bad manners to refuse a lordo s offer. Sit. Eat.
5623,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,You're small for your age. I suppose you've been underfed your whole life.
5624,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,I eat a lot. I just don't grow.
5625,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Mmm. This will be my last war. Win or lose.
5626,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Have you ever lost before?
5627,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Do you think I'd be in my position if I had lost a war?
5628,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"But this is the one I'll be remembered for. The War of the Five Kings, they're calling it. My legacy will be determined in the coming months."
5629,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Do you know what legacy means? It's what you pass down to your children and your children's children. It's what remains of you when you're gone. Harren the Black thought this castle would be his legacy. The greatest fortress ever built.
5630,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"The tallest towers, the strongest walls. The Great Hall had thirty-five hearths. Thirty-five. Can you imagine? Look at it now. A blasted ruin. Do you know what happened?"
5631,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Dragons?
5632,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Yes. Dragons happened.
5633,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Harrenhal was built to withstand an attack from the land. A million men could have marched on these walls, and a million men would have been repelled. But an attack from the air with dragon fire, Mmm-mmm. Harren and all his sons roasted alive within these walls. Aegon Targaryen changed the rules. That's why every child alive still knows his name"
5634,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Aegon and his sisters.
5635,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Mmm?
5636,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,"It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too."
5637,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Correct. A student of history, are you?"
5638,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Rhaenys rode Meraxes. Visenya rode Vhagar.
5639,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,I'm sure I knew that when I was a boy.
5640,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Visenya Targaryen was a great warrior. She had a Valyrian steel sword she called Dark Sister.
5641,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Hmm. She's a heroine of yours, I take it?"
5642,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Aren't most girls more interested in the pretty maidens from the songs? Jonquil with the flowers in her hair?
5643,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Most girls are idiots.
5644,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,You remind me of my daughter. Where did you learn all this stuff about Visenya and her Valyrian steel sword?
5645,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,From my father.
5646,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,He was a well-read stonemason. Can't say I've ever met a literate stonemason.
5647,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,"Have you met many stonemasons, my lord?"
5648,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Careful now, girl. I enjoy you, but be careful. Take that back to the kitchen. Eat what you want."
5649,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"And, girl."
5650,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,M'lord.
5651,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,"Lowborn girls say ""m'lord,"" not ""my lord. "" If you're going to pose as a commoner, you should do it properly."
5652,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,"My mother served Lady Dustin for many years, my lord. She taught me how to speak proper Properly."
5653,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,You're too smart for your own good. Has anyone told you that?
5654,2012-05-13,Season 2,Episode 7,A Man Without Honor,Arya Stark,Yes.
5655,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tywin Lannister,Go on.
5656,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"I beg pardon, ser. I should have come to you after to thank you for saving me. You were so brave."
5657,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sandor Clegane,Brave? A dog doesn't need courage to chase off rats.
5658,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,Does it give you joy to scare people?
5659,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sandor Clegane,"No, it gives me joy to kill people."
5660,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sandor Clegane,Spare me. You can't tell me Lord Eddard Stark of Winterfell never killed a man.
5661,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,It was his duty. He never liked it.
5662,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sandor Clegane,Is that what he told you? He lied. Killing is the sweetest thing there is.
5663,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,Why are you always so hateful?
5664,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sandor Clegane,You'll be glad of the hateful things I do someday when you're queen and I'm all that stands between you and your beloved king.
5665,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,I've demanded a meeting of the Thirteen. One of them did this or knows who did.
5666,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,You are one of the Thirteen.
5667,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,"If I wanted your dragons, I would have taken them. They mean nothing to me on their own."
5668,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,Nothing? They're more valuable than anything in the world.
5669,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,Shall we look inside my vault and see what selling your dragons would buy me I cannot buy already? We will get them back.
5670,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"There is no we, so why would you help me get them back?"
5671,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,"I took you under my protection in front of the rulers of my city. A man is what others say he is and no more. If they say that Xaro Xhoan Daxos is a liar, my word is worth nothing. I cannot let this thing happen to you under my roof."
5672,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,But it did happen under your roof.
5673,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,"Khaleesi, many times in my life, I have been-"
5674,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,I don't care where you've been.
5675,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"You think we're savages because we don't live in stone castles. We can't make steel as good as yours, it's true, but We're free. If someone tried to tell us we couldn't lie down as man and woman, we'd shove a spear up his arse. We don't go serving some shit king who's only king because his father was."
5676,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"No. No, you serve Mance Rayder, the King beyond the Wall."
5677,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"We chose Mance Rayder to lead us. He was a crow, same as you, but he wanted to be free. You could be free, too. You don't need to live your whole life taking commands from old men. Wake up when you want to wake up. I could show you the streams to fish, the woods to hunt. Build yourself a cabin and find a woman to lie with in the night."
5678,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,You're a pretty lad. The girls would claw each other's eyes out to get naked with you.
5679,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Walk.
5680,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,I could teach you how to do it.
5681,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,I know how to do it.
5682,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"You know nothing, Jon Snow."
5683,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,And what did she say?
5684,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"She admired your spirit, Your Grace."
5685,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,And what then?
5686,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"She, uh..."
5687,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,"If every man were held accountable for the actions of every distant relative, Ser Alton, we'd all hang."
5688,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"She tore the paper in half, Your Grace."
5689,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,"You've acted with honor. I thank you for it. Lord Karstark, see that Ser Alton's pen is clean, and give him a hot supper."
5690,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,"Ser Alton's pen is occupied, Your Grace. The prisoners from the Yellow Fork."
5691,2012-05-13,Season 2,Episode 7,A Man Without Honor,Roose,Too many prisoners.
5692,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,Is there room for Ser Alton?
5693,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,Does he need to lie down?
5694,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,Have the men build him a new pen. Put him in with the Kingslayer for now. Have your boy watch over them.
5695,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,Torrhen.
5696,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,That will be all.
5697,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,Your Grace. A minute of your time?
5698,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,I've been treating your wounded men.
5699,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,"And my enemies, as some of my bannermen are fond of mentioning."
5700,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,They're not my enemies.
5701,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,That's what I tell my bannermen.
5702,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,"I've already run through the supplies I brought with me. Some are easily replaced. Egg yolks, turpentine, oil of roses."
5703,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,But some are not.
5704,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,I need silk for stitching.
5705,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,"I need fennel root for those with fever, willow bark. Mostly I need milk of the poppy. You saw what it was like to amputate a foot without any. I assume there will be more loss of limb before this war is over."
5706,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,If you need help finding these-
5707,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,"I know where to find them. I'm sorry, I shouldn't interrupt you."
5708,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,"Continue, my lady."
5709,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,You're riding to the Crag to negotiate a surrender?
5710,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,Yes.
5711,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,The Crag will have a maester and he will have what I need.
5712,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,I expect he will.
5713,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,If I could write a list-
5714,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,Come with me to the Crag.
5715,2012-05-13,Season 2,Episode 7,A Man Without Honor,Talisa,I don't think that will be-
5716,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,"Let the maester show you his stores. I want the wounded men to be treated well, all the wounded men."
5717,2012-05-13,Season 2,Episode 7,A Man Without Honor,Woman,"Children, come inside, quick. Come on."
5718,2012-05-13,Season 2,Episode 7,A Man Without Honor,Child,Hurry up!
5719,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,"Can't find anything, ser. They've lost the scent."
5720,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,Try again.
5721,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,We've circled this farmhouse twice. There's no sign of them.
5722,2012-05-13,Season 2,Episode 7,A Man Without Honor,Luwin,"We could start the search fresh in the morning, my lord."
5723,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,"I'm looking at spending the rest of my life being treated like a fool and a eunuch by my own people. Ask yourself, is there anything I wouldn't do to stop that from happening? The hounds will find the scent again. I'll beat them until they do. I'll whip every man here until I have both those boys in hand. And once I've got them, the pampered little shits It's better to be cruel than weak."
5724,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Prince Theon.
5725,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,Where are they?
5726,2012-05-13,Season 2,Episode 7,A Man Without Honor,Winterfell Shepherd,"Who, m'lord?"
5727,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,The Stark boys. Where are they?
5728,2012-05-13,Season 2,Episode 7,A Man Without Honor,Winterfell Shepherd,I don't know. I seen no one.
5729,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,Think harder.
5730,2012-05-13,Season 2,Episode 7,A Man Without Honor,Winterfell Shepherd,"I swear, m'lord. I don't know."
5731,2012-05-13,Season 2,Episode 7,A Man Without Honor,Dagmer,"My lord, over here. I think I've found what we're looking for."
5732,2012-05-13,Season 2,Episode 7,A Man Without Honor,Dagmer,Send the old man home.
5733,2012-05-13,Season 2,Episode 7,A Man Without Honor,Theon Greyjoy,Go back to Winterfell. Take him back.
5734,2012-05-13,Season 2,Episode 7,A Man Without Honor,Luwin,"Theon, don't do this."
5735,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,You came back.
5736,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,As soon as I heard. Do you know anything?
5737,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,Irri is dead.
5738,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,I know. She was a good-
5739,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,She's dead. She died alone. She died for me and I couldn't protect her.
5740,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,Doreah?
5741,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"We can't find her. She must be dead, too. I led my people out of the Red Waste and into the slaughterhouse."
5742,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,I should have been here.
5743,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,You went to find me a ship.
5744,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,My place is by your side. I shouldn't have left you alone with these people.
5745,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"These people""?"
5746,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,They are not to be trusted.
5747,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"And who is to be trusted? Who are my people? The Targaryens? I only knew one, my brother, and he would have let a thousand men rape me if it had got him the crown. The Dothraki? Most of them turned on me the day that Khal Drogo fell from his horse."
5748,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,Your people are in Westeros.
5749,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,The people in Westeros don't know I'm alive.
5750,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,They will soon enough.
5751,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,And then what? They'll pray for my return? They'll wave dragon banners and shout my name? That's what my brother believed and he was a fool.
5752,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,"You are not your brother. Trust me, Khaleesi."
5753,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"There it is. ""Trust me. "" And it's you I should trust, Ser Jorah? Only you? I don't need trust any longer. I don't want it and I don't have room for it."
5754,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,You are too young to be so-
5755,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,And you are too familiar.
5756,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,"Forgive me, Khaleesi. No one can survive in this world without help. No one. Let me help you, please. Tell me how."
5757,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,Find my dragons.
5758,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,How long till we get back to your crows?
5759,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,We're close.
5760,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"What, a day? A half-day? You don't know, do you? Do you even know where they are?"
5761,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,What do you think they'll say when they hear about you and me?
5762,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Nothing happened between you and me.
5763,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"I swear it, Old Master King Crow, ser, we were only close together for warmth. And then I felt it, right up against me backside like a club. I can show you the bruise on me tailbone. And before I knew what was where, his his Well, it was all out in the open, all angry as you like. And I didn't want to want it, but oh, I did! And he spread me legs and ruined. The shame of it. Now I can never marry a perfumed lord. What will me poor savage father say?"
5764,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Turn back around.
5765,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"And I thought that we were done, but he said, ''Turn back around.'"" I'll tell you what, Jon Snow. Since it's gonna be your word against mine, and since you can't talk about it without blushing, we may as well just-"
5766,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,"What, right here in the muck?"
5767,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,I'll keep you warm enough.
5768,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,Are you that afraid of it?
5769,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,That's enough.
5770,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,It's nice and wet and warm.
5771,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jon Snow,Enough!
5772,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,It don't have teeth.
5773,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,"All right! All right. Gods, you're dull."
5774,2012-05-13,Season 2,Episode 7,A Man Without Honor,Ygritte,Should have took me while you had the chance.
5775,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"No, no!"
5776,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"No. Oh, no."
5777,2012-05-13,Season 2,Episode 7,A Man Without Honor,Shae,It's all right. Give me that.
5778,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"If the Queen sees, I can have Joffrey's children now."
5779,2012-05-13,Season 2,Episode 7,A Man Without Honor,Shae,Help me flip it over.
5780,2012-05-13,Season 2,Episode 7,A Man Without Honor,Shae,Where are you going?
5781,2012-05-13,Season 2,Episode 7,A Man Without Honor,Handmaiden,To tell Her Grace.
5782,2012-05-13,Season 2,Episode 7,A Man Without Honor,Shae,You'll say nothing to anyone. Do you understand?
5783,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"Your mother might have prepared you. You flowered, my dear. No more."
5784,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"My mother told me, but I thought it would be different."
5785,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,In what way?
5786,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,I thought it would be less messy.
5787,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,Wait until you birth a child.
5788,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,You're a woman now. Do you have any idea what that means?
5789,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,I'm fit to bear children for the king?
5790,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"A prospect that once delighted you, bringing little princes and princesses into the world, the greatest honor for a queen."
5791,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"Joffrey has always been difficult. Even his birth, I labored a day and a half to bring him into this world. You cannot imagine the pain. I screamed so loudly, I was sure Robert would hear me in the Kingswood."
5792,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,His Grace was not with you?
5793,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"Robert was hunting. That was his custom. Whenever my time was near, my royal husband would flee to the trees with his huntsmen and his hounds. And when he returned, he would present me with some pelts or a stag's head, and I would present him with a baby. Not that I wanted him there, mind you. I had Grand Maester Pycelle, an army of midwives, and I had my brother. When they told Jaime he wasn't allowed in the birthing room, he smiled and asked which one of them proposed to keep him out. Joffrey will show you no such devotion."
5794,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"You may never love the king, but you will love his children."
5795,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,I love His Grace with all my heart.
5796,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"That's so very touching to hear. Permit me to share some womanly wisdom with you on this very special day. The more people you love, the weaker you are. You'll do things for them that you know you shouldn't do. You'll act the fool to make them happy, to keep them safe. Love no one but your children. On that front, a mother has no choice."
5797,2012-05-13,Season 2,Episode 7,A Man Without Honor,Sansa Stark,"But shouldn't I love Joffrey, Your Grace?"
5798,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"You can try, little dove."
5799,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,Who did you say your mother was again?
5800,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Cinda Lannister.
5801,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,Is she the fat one?
5802,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"Well, perhaps she's gotten a little larger than she-"
5803,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"No, no. There's only one fat Lannister. If she was your mother, you'd know it."
5804,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"I squired for you once, you know."
5805,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,When?
5806,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"The tournament, the day of Willem Frey's wedding."
5807,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,I went to Willem Frey's wedding?
5808,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,You did. Your squire had gotten so drunk the night before that he threw up.
5809,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,He threw up on his horse on the way to the tourney grounds. What was his name?
5810,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Bryan.
5811,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"Poor lad. That was my brother's doing, I seem to recall. I remember you. You'd never squired for anyone before."
5812,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"That's right. I ran up and volunteered. ""Let me, my lord. Let me."" My father was furious. Afraid I'd embarrass our family in front of the Family."
